번호,오프셋,뱅크,일본어 원문,자동번역(참고),한국어 번역(여기에 입력)
3749,0x289D35,Bank 162,〇くんには{名前}{名前} / 〇きな〇ぎいるんどしぉう,쿠은에는{이름}{이름} / 키나기이루은도시오우,
3750,0x289D63,Bank 162,は,하,
3751,0x289D69,Bank 162,ぜぃと〇ぃてました / 〇くんは〇〇はわたしなんか /  / 〇ていないぃて,제이토이테했습니다 / 쿠은하하나나은카 /  / 테이없어이테,
3752,0x289DB3,Bank 162,きぃと〇〇な〇〇を / 〇〇に〇ぃているのぢろうぃて,키이토나오 / 니이하고 있어노디로우이테,
3753,0x289DE7,Bank 162,あのなんどまたそんな{名前}{名前},저나은도마타소은나{이름}{이름},
3754,0x289E05,Bank 162,〇のカンぃてやつどす,노카은이테야츠도스,
3755,0x289E1F,Bank 162,アテにならないなっ / それ{名前}{名前},아테니라면없어나 / 그것{이름}{이름},
3756,0x289E43,Bank 162,どもわたしそれどもいいんどす / 〇いぎ〇くんに /  / 〇わぃたぢけど{名前}{名前},도모나그것도모이이은도스 / 이기쿠은니 /  / 와이타디지만{이름}{이름},
3757,0x289E8F,Bank 162,あの〇〇さん / 〇り〇ぎぃてるのに /  / 〇いにくいんぢけば{名前}{名前},저사은 / 리기이테하는 거야니 /  / 이니쿠이은디케바{이름}{이름},
3758,0x289ED1,Bank 162,〇くん〇〇に〇〇どすもの / きぃとお〇〇も /  / 〇〇な〇〇なんどしぉうね,쿠은니도스모노 / 키이토오모 /  / 나나은도시오우네,
3759,0x289F1D,Bank 162,あのねパクは〇に / 〇〇の〇かぎいるぃて /  / わけずぅなくて{名前}{名前},저네파쿠하니 / 노카기이루이테 /  / 와케즈우나쿠테{이름}{이름},
3760,0x289F61,Bank 162,それどもわたし / これぢけは〇かぃて /  / ほしかぃたんどす,그것도모나 / 이것디케하카이테 /  / 호밖에이타은도스,
3761,0x289F9D,Bank 162,〇くんに〇するこの〇いは / 〇〇〇の〇にも〇けないぃて /  / ことぢけは{名前}{名前},쿠은니스루이이하 / 노니모케없어이테 /  / 코토디케하{이름}{이름},
3762,0x289FE9,Bank 162,〇〇さ、ん,"사, 은",
3763,0x289FF9,Bank 162,〇くん〇せになぃてくぢさい,쿠은세니나이테쿠디사이,
3764,0x28A019,Bank 162,あの、,"저, ",
3765,0x28A025,Bank 162,ざくたまにどいいどすから / わたしのことも /  / 〇い〇してくぢさいね,자쿠타마니도이이도스부터 / 나노코토모 /  / 이시테쿠디사이네,
3766,0x28A06B,Bank 162,もしも、し,"모시모, 시",
3767,0x28A07B,Bank 162,さようなら〇くん / 〇〇な〇によろしく /  / お〇えくぢさい,사요우라면쿠은 / 나니요로시쿠 /  / 오에쿠디사이,
3768,0x28A0B9,Bank 162,ああぃ〇〇さんぃ,아아이사은이,
3769,0x28A0CF,Bank 162,{名前}{名前}なにやぃてんぢ / アイツは,{이름}{이름}뭐야이테은디 / 아이츠하,
3770,0x28A0F3,Bank 162,〇〇〇〇さんのポ、スに / 〇き〇まれちぅぃた /  / ずぅないか{名前}{名前},"사은노포, 스니 / 키마레치우이타 /  / 즈우없어카{이름}{이름}",
3771,0x28A135,Bank 162,{名前}{名前}あなたそこど / 〇しているのぃ,{이름}{이름}당신거기도 / 하고 있다노이,
3772,0x28A15D,Bank 162,いぃ,이이,
3773,0x28A167,Bank 162,こんなところに〇れているなんて / 〇ぎ〇ても〇しいわよぃ /  / 〇を〇せなさ{名前}{名前},코은나토코로니레하고 있어나은테 / 기해도시이와요이 /  / 오세나사{이름}{이름},
3774,0x28A1B7,Bank 162,ああぃ〇,아아이,
3775,0x28A1C9,Bank 162,ごぃ〇〇〇{名前}{名前},고이{이름}{이름},
3776,0x28A1DF,Bank 162,さん / なにしてるんどすかっ{名前}{名前},사은 / 뭐시테루은도스카{이름}{이름},
3777,0x28A205,Bank 162,み〇〇ちぅんまど / あのこれには〇いわけぎ{名前}{名前},미치우은마도 / 저이것에는이와케기{이름}{이름},
3778,0x28A239,Bank 162,{名前}{名前}ももしかして / あそこど〇ぃてた /  / 〇〇さんと〇さんのド、トを /  / のだいてたんどすか,"{이름}{이름}모모밖에시테 / 저기도이테타 /  / 사은토사은노도, 토오 /  / 노다이테타은도스카",
3779,0x28A299,Bank 162,あやそれはその{名前}{名前},아야그것하그{이름}{이름},
3780,0x28A2B5,Bank 162,あきれたなんて〇〇らぜなの,아키레타나은테라제나노,
3781,0x28A2D5,Bank 162,いや〇〇〇〇〇〇 / きわめて〇〇 /  / 〇を〇いて〇〇ぢよ,이야 / 키와메테 /  / 오이테디요,
3782,0x28A315,Bank 162,こんなとこにいて / 〇い〇れなんか /  / どきるはぜないどしぉ,코은나토코니이테 / 이레나은카 /  / 도키루하제없어도시오,
3783,0x28A353,Bank 162,〇〇はシォィクどす / さんぎそんな〇 /  / ぢぃたなんて{名前}{名前},하시오이쿠도스 / 사은기소은나 /  / 디이타나은테{이름}{이름},
3784,0x28A391,Bank 162,〇〇〇〇りしたびかりぢけば / やぃぴり〇き〇い〇を /  / 〇えさせてもらうわ,리시타비카리디케바 / 야이피리키이오 /  / 에사세해도라우와,
3785,0x28A3DD,Bank 162,ミ、ナ〇きましぉう,"미, 나키마시오우",
3786,0x28A3F5,Bank 162,うんおねえちぅん{名前}{名前},응오네에치우은{이름}{이름},
3787,0x28A40F,Bank 162,〇〇〇〇〇ちぅあん{名前}{名前},치우아은{이름}{이름},
3788,0x28A429,Bank 162,ああばうしよう / 〇〇さんに〇えなかぃたよが,아아바우하자 / 사은니에나카이타요가,
3789,0x28A45D,Bank 162,ちぅんと〇ぢぃて〇〇して / 〇〇として〇き〇おうと /  / 〇ぃてたのに{名前}{名前},치우은토디이테시테 / 토시테키오우토 /  / 이테한 거야니{이름}{이름},
3790,0x28A4A7,Bank 162,これから / ばうしよう,이것부터 / 바우하자,
3791,0x28A4C3,Bank 162,んなもんオレぎ / 〇きたいわいぃ /  / ああもうなんど /  / こんなことに{名前}{名前},은나모은나기 / 키고 싶어와이이 /  / 아아모우나은도 /  / 코은나하기로{이름}{이름},
3792,0x28A511,Bank 162,〇ぃたなっ,이타나,
3793,0x28A521,Bank 162,オレはばうなるんぢよオレは / もらい〇〇みたいなもんぢだ /  / おい,나하바우나루은디요나하 / 모라이미고 싶어나모은디다 /  / 오이,
3794,0x28A569,Bank 162,うんばうしよう{名前}{名前},응바우하자{이름}{이름},
3795,0x28A583,Bank 162,お〇オレのこと / 〇にしてないぢろ,오나노코토 / 니시테없어디로,
3796,0x28A5A9,Bank 162,とほほ〇〇の〇〇けぢ / こりぅ{名前}{名前},토호호노케디 / 코리우{이름}{이름},
3797,0x28A5D3,Bank 162,{名前}{名前}〇〇もいつも〇りに / 〇ぎ〇めたな,{이름}{이름}모언제모리니 / 기메타나,
3798,0x28A5FB,Bank 162,〇〇〇は〇をしよう,하오하자,
3799,0x28A611,Bank 162,うん〇〇も〇〇ちのいい / 〇ぢ,응모치노이이 / 디,
3800,0x28A633,Bank 162,キゥロィトは〇〇〇めぢけば / オレと〇〇さんは〇〇も /  / 〇みぢな{名前}{名前},키우로이토하메디케바 / 나토사은하모 /  / 미디나{이름}{이름},
3801,0x28A67B,Bank 162,あ、〇ぎつけびもう〇〇ぢよ,"아, 기츠케비모우디요",
3802,0x28A699,Bank 162,〇みを〇て〇しまくぃてるなっ / オレ〇かしないとなっ{名前}{名前},미오테시마쿠이테루나 / 나카시없어토나{이름}{이름},
3803,0x28A6D5,Bank 162,〇〇は〇〇のビイト / 〇〇〇かん、なんか /  / 〇〇〇るな,"하노비이토 / 카은, 나은카 /  / 루나",
3804,0x28A713,Bank 162,〇〇を〇れてあと〇〇 / 〇いのないようにビイトしよう,오레테아토 / 이노없어우니비이토하자,
3805,0x28A74B,Bank 162,なんてブシィと〇ぃたところど / 〇〇〇は〇しようかな{名前}{名前},나은테부시이토이타토코로도 / 하하자일까{이름}{이름},
3806,0x28A787,Bank 162,{名前}{名前}うん〇し〇〇しよう,{이름}{이름}응시하자,
3807,0x28A7A3,Bank 162,〇〇も〇〇〇〇やらなきぅ / ならないしな{名前}{名前},모야라나키우 / 라면없어시나{이름}{이름},
3808,0x28A7D1,Bank 162,そうぢなビイトも / 〇しくなるから /  / 〇のうちに〇〇しておこう,그래디나비이토모 / 시쿠나루부터 /  / 노우치니시테오이렇게,
3809,0x28A815,Bank 162,さっやるだが,사야루다가,
3810,0x28A827,Bank 162,おおなかなかはかばぃた / 〇〇いいのかな,오오나일까카하카바이타 / 이이노일까,
3811,0x28A855,Bank 162,この〇〇ぎ〇〇〇ぃた / 〇から〇ていれび{名前}{名前},이기이타 / 부터테이레비{이름}{이름},
3812,0x28A885,Bank 162,さてちぉぃと〇いけば / ひと〇かいてくるかな{名前}{名前},사테치오이토이케바 / 히토카이테쿠루일까{이름}{이름},
3813,0x28A8BB,Bank 162,{名前}{名前}ふゅけぃこう / 〇〇ぃたな,{이름}{이름}후유케이이렇게 / 이타나,
3814,0x28A8DF,Bank 162,そろそろ〇ろう{名前}{名前},소로소로로우{이름}{이름},
3815,0x28A8F7,Bank 162,{名前}{名前}もう〇か,{이름}{이름}모우카,
3816,0x28A907,Bank 162,ユキちぅんと〇〇ちぅんの / ためにもしぃかりビイト /  / しないとな{名前}{名前},유키치우은토치우은노 / 타메니모시이카리비이토 /  / 시없어토나{이름}{이름},
3817,0x28A94F,Bank 162,{名前}{名前}おぃともうこんな〇〇か,{이름}{이름}오이토모우코은나카,
3818,0x28A96D,Bank 162,なんか〇〇〇〇に / 〇えてきた{名前}{名前},나은카니 / 에테키타{이름}{이름},
3819,0x28A993,Bank 162,{名前}{名前}〇〇〇に〇れてる / からかな〇し〇よう,{이름}{이름}니레테루 / 부터일까시요우,
3820,0x28A9C1,Bank 162,{名前}{名前}うん / ちぉぃとは〇ぎ〇れたな,{이름}{이름}응 / 치오이토하기레타나,
3821,0x28A9E7,Bank 162,オレなりに〇〇るのぎ / ユキちぅんたちへの /  / 〇〇しにもなるはぜぢ{名前}{名前},나나리니하는 거야기 / 유키치우은타치헤노 /  / 시니모나루하제디{이름}{이름},
3822,0x28AA31,Bank 162,〇〇ど〇をまぐらわす / というのもいい〇かも /  / 〇れない{名前}{名前},도오마구라와스 / 토이우노모이이카모 /  / 레없어{이름}{이름},
3823,0x28AA71,Bank 162,う、ん〇たり〇ぢけば / あんまり〇〇どきない,"우, 은타리디케바 / 아은마리도키없어",
3824,0x28AAA3,Bank 162,やぃぴヂメぢよな,야이피디메디요나,
3825,0x28AAB9,Bank 162,こうなぃたらビイトに / 〇ち〇むしかないぢろうな,이렇게나이하면비이토니 / 치무밖에없어디로우나,
3826,0x28AAED,Bank 162,{名前}{名前}ちぉぃと〇ぃてくるか,{이름}{이름}치오이토이테쿠루카,
3827,0x28AB0B,Bank 162,〇しは〇ぎまぐれる / 〇もするし{名前}{名前},시하기마구레루 / 모스루시{이름}{이름},
3828,0x28AB31,Bank 162,{名前}{名前},{이름}{이름},
3829,0x28AB39,Bank 162,そうぢな〇んどおいた〇ぎ / よさそうぢ,그래디나은도오이타기 / 요사그래디,
3830,0x28AB63,Bank 162,いつも〇〇な〇〇どなけれび / ペロ〇〇ぢからな,언제모나도나케레비 / 페로디부터나,
3831,0x28AB95,Bank 162,まなんのペロかは / おいといてぃと,마나은노페로카하 / 오이토이테이토,
3832,0x28ABBB,Bank 162,さて〇〇からは / 〇をしようかな{名前}{名前},사테부터하 / 오하자일까{이름}{이름},
3833,0x28ABE3,Bank 162,う、ん〇〇〇みくれても / 〇い〇ぎないから〇るよ{名前}{名前},"우, 은미쿠레해도 / 이기없어부터할게{이름}{이름}",
3834,0x28AC1B,Bank 162,{名前}{名前}あと〇〇どここを / 〇るんぢし〇いそうもない /  / 〇〇をまとめて〇に〇るか,{이름}{이름}아토어디코오 / 루은디시이그래모없어 /  / 오마토메테니루카,
3835,0x28AC6B,Bank 162,とは〇ぃても〇〇〇のもの / しか〇ぃてきてないしな,토하이해도노모노 / 밖에이테키테없어시나,
3836,0x28ACA1,Bank 162,あ、あ〇〇から〇る〇も / しないし〇をするにも /  / 〇〇ぎないよ{名前}{名前},"아, 아부터루모 / 시없어시오스루니모 /  / 기없어{이름}{이름}",
3837,0x28ACE9,Bank 162,{名前}{名前}{名前}{名前}{名前}{名前}ヒマぢなっ,{이름}{이름}{이름}{이름}{이름}{이름}히마디나,
3838,0x28AD03,Bank 162,{名前}{名前}{名前}{名前}{名前}{名前}{名前}{名前}ヒマぢ,{이름}{이름}{이름}{이름}{이름}{이름}{이름}{이름}히마디,
3839,0x28AD1D,Bank 162,{名前}{名前}{名前}{名前}{名前}{名前}ヒ{名前}{名前}マ,{이름}{이름}{이름}{이름}{이름}{이름}히{이름}{이름}마,
3840,0x28AD35,Bank 162,{名前}{名前}ぢ{名前}{名前}{名前}{名前}{名前}{名前}{名前}{名前},{이름}{이름}디{이름}{이름}{이름}{이름}{이름}{이름}{이름}{이름},
3841,0x28AD4D,Bank 162,げう{名前}{名前},게우{이름}{이름},
3842,0x28AD59,Bank 162,{名前}{名前}ん,{이름}{이름}은,
3843,0x28AD63,Bank 162,あいけねいつのまにか / 〇ちぅぃたよ,아이케네언제노마니카 / 치우이타요,
3844,0x28AD8D,Bank 162,ああなんか〇くなぃてるし / もうすぃかり〇ずぅないか,아아나은카쿠나이테루시 / 모우스이카리즈우없어카,
3845,0x28ADC7,Bank 162,あ、なんかすざく〇した / 〇〇ぢなっ /  / なにやぃてんぢオレ,"아, 나은카스자쿠시타 / 디나 /  / 뭐야이테은디나",
3846,0x28AE09,Bank 162,{名前}{名前}〇さを〇ずないなっ,{이름}{이름}사오즈없어나,
3847,0x28AE23,Bank 162,あ、ああんなに〇〇したのに / まぢ〇いよ,"아, 아아은뭐시한 거야니 / 마디이요",
3848,0x28AE4F,Bank 162,〇〇もあることぢしサイクルぎ / 〇わないようにまた〇よう{名前}{名前},모아루코토디시사이쿠루기 / 와없어우니마타요우{이름}{이름},
3849,0x28AE8D,Bank 162,{名前}{名前}それどは〇〇の / 〇〇〇どす,{이름}{이름}그것도하노 / 도스,
3850,0x28AEB1,Bank 162,あららいけねテレブぎ / つけぃぴなしぢ,아라라이케네테레부기 / 츠케이피나시디,
3851,0x28AEDD,Bank 162,〇〇の〇〇〇〇は〇から / 〇〇になるおそれぎあり /  / 〇〇〇どは〇〇を /  / 〇ぶかけています{名前}{名前},노하부터 / 가 되다오그것기아리 /  / 도하오 /  / 부카케테이합니다{이름}{이름},
3852,0x28AF3D,Bank 162,ああ〇〇は〇なのか / ばうりど〇〇は〇いと〇ぃたよ,아아하나는 건가 / 바우리도하이토이타요,
3853,0x28AF73,Bank 162,なんとなく〇ぃて〇くと / 〇しみぢよな{名前}{名前} /  / 〇〇ぃーいけばさ,나은토나쿠이테쿠토 / 시미디요나{이름}{이름} /  / 이이케바사,
3854,0x28AFB7,Bank 162,さてテレブを〇してと,사테테레부오시테토,
3855,0x28AFD3,Bank 162,おやすみなさ、い{名前}{名前},"잘 자나사, 이{이름}{이름}",
3856,0x28AFEB,Bank 162,よ、しもう〇〇〇ぃてくるか / なんかオレやる〇〇ぢな,"요, 시모우이테쿠루카 / 나은카나야루디나",
3857,0x28B027,Bank 162,はっはっはっ{名前}{名前},하하하{이름}{이름},
3858,0x28B03F,Bank 162,{名前}{名前}なんかヤケになぃて / 〇ぃちぅぃたよ{名前}{名前},{이름}{이름}나은카야케니나이테 / 이치우이타요{이름}{이름},
3859,0x28B071,Bank 162,けぃこう〇〇ついたような / 〇ぎする,케이이렇게츠이타요우나 / 기스루,
